approved,sponsor,nickname,gender,country,state,city,adsource,seeking,dob
1,0,LUX3,1,1,5,Beverly Hills,4,4,1979-11-02
1,0,lvilla75,1,1,5,Riverside,10,1,1975-11-04
1,0,macintoch76,2,1,5,Pasadena,10,2,1976-01-25
1,0,mackel03,2,1,5,Ventura,26,3,1985-03-27
1,0,madball37,2,1,5,Hayward,4,2,1970-02-04
1,0,MANOLO08,2,1,5,Ontario,12,3,1983-04-27
1,0,marc2377,2,1,5,Ontario,15,2,1973-09-23
1,0,marcus8u,2,1,5,North Hollywood,17,3,1978-01-01
1,0,MarineMike08,2,1,5,Anaheim,6,2,1952-09-12
1,0,marksanchez1,2,1,5,Downey,10,2,1978-04-01
1,0,martin131,2,1,5,Arcata,22,3,1986-03-03
1,0,masonscottruben,2,1,5,Vacaville,15,3,1983-07-17
1,0,matope,2,1,5,Torrance,3,2,1973-11-11
1,0,matrixjch,2,1,5,Thousand Oaks,26,2,1973-08-25
1,1311,mcar545,2,1,5,Los Angeles,22,2,1975-05-14
1,1311,mdavidson101,2,1,5,Paso Robles,12,3,1973-10-15
1,0,meandrewin,2,1,5,Los Angeles,2,3,1977-10-10
1,1761,meatlover33,1,1,5,Beverly Hills,15,1,1983-01-27
1,0,meatool,2,1,5,Long Beach,23,2,1982-08-09
1,1311,mediccutie,2,1,5,Whittier,17,3,1975-05-12
1,1685,mendodude4u,2,1,5,Kelseyville,12,2,1968-01-03
1,0,michale1,2,1,5,Pomona,2,2,1977-01-01
1,0,mick127,2,1,5,Los Angeles,12,2,1970-12-23
1,0,mikes1971,2,1,5,San Jose,12,3,1971-07-18
1,0,mikeydez,2,1,5,Irvine,22,2,1981-04-01
1,0,MILESTONE814,2,1,5,El Dorado Hills,22,2,1977-08-14
1,0,misterwrong08,2,1,5,San Francisco,12,3,1986-11-10
1,0,mnvmn,2,1,5,Beverly Hills,3,2,1974-01-20
1,0,moniter,2,1,5,Long Beach,2,2,1984-12-22
1,0,moonrising1,2,1,5,Carlsbad,22,2,1968-02-02
1,0,mostinterestingm,2,1,5,Venice,12,2,1969-10-28
1,0,mp774,2,1,5,Irvine,17,2,1974-07-05
1,1311,mr.692008,2,1,5,Hawthorne,2,2,1978-12-26
1,0,mrcrook82,2,1,5,carson,15,3,1982-12-12
1,0,mreman08,2,1,5,Los Angeles,2,2,1981-05-16
1,1685,mrhornball,2,1,5,Livermore,12,2,1976-07-01
1,0,mrlonley3,2,1,5,Pomona,17,2,1987-04-03
1,0,mrseducer,2,1,5,Sun Valley,4,2,1982-12-09
1,0,music1233,1,1,5,Los Angeles,22,1,1961-07-07
1,0,MVSocal,2,1,5,Mission Viejo,12,2,1976-10-09
1,0,My.Name.Is.Inigo.Montoya,2,1,5,San Diego,2,2,1974-03-03
1,1685,mystkpth,2,1,5,Palm Springs,2,3,1982-09-09
1,0,NaKiamen,2,1,5,North Hollywood,2,2,1978-04-20
1,0,natlrs,2,1,5,Simi Valley,3,3,1983-05-29
1,0,nautical703,2,1,5,Carlsbad,2,2,1964-10-01
1,0,nb707rider,2,1,5,Rohnert Park,2,3,1977-10-05
1,0,needy14u,2,1,5,Canyon Country,22,2,1980-04-22
1,0,neffa,2,1,5,Glendale,3,2,1979-07-23
1,1685,NewGal3,1,1,5,San Francisco,21,1,1974-05-12
1,0,Nfluenz,2,1,5,North Hills,25,2,1976-11-28
1,0,nickd83,2,1,5,Anaheim,4,3,1983-04-04
1,0,NINJARIDER10,2,1,5,Winnetka,2,2,1980-11-29
1,0,nknmn,2,1,5,Los Angeles,2,2,1940-04-03
1,0,no_longer_that_guy,2,1,5,Newhall,6,3,1963-10-02
1,0,noldofeanor,2,1,5,Valencia,2,3,1970-04-05
1,1484,nomsky,2,1,5,Los Angeles,4,2,1980-01-05
1,1311,nostringsattached8,2,1,5,Torrance,10,3,1983-06-24
1,1311,nsherick,2,1,5,Torrance,17,2,1969-09-16
1,1311,ntimidator1,2,1,5,Corona,20,2,1968-02-01
1,1296,oceanplodder,2,1,5,Inglewood,6,2,1956-02-02
1,0,OLGIDN,2,1,5,Littlerock,2,2,1983-08-08
1,0,omgwtflolbbq,2,1,5,Pasadena,2,2,1980-01-01
1,1311,onemorechance08,2,1,5,San Francisco,2,2,1968-01-01
1,1311,only2hit,2,1,5,Lake Elsinore,10,2,1983-06-07
1,1716,oxnard13,2,1,5,Oxnard,1,3,1988-09-29
1,0,P12Stallion,2,1,5,Hawthorne,12,3,1981-01-01
1,0,papilo,2,1,5,Van Nuys,12,3,1978-06-15
1,0,paul9902,2,1,5,San Diego,12,2,1977-07-11
1,0,paulg314,2,1,5,Santa Monica,15,2,1983-11-18
1,0,PBJ_Tonuge,2,1,5,Baldwin Park,12,3,1960-07-06
1,0,peanuttbutter,2,1,5,Inglewood,4,2,1977-06-16
1,1311,pedrodogg,2,1,5,San Pedro,10,2,1982-10-27
1,0,peebles9,2,1,5,Orange,12,3,1984-05-25
1,0,persuasian1,2,1,5,Los Angeles,12,2,1977-01-27
1,1311,pete8414,2,1,5,Sunland,22,2,1972-02-02
1,1311,pharrell333,2,1,5,Santa Ana,22,3,1986-05-02
1,0,phifes,2,1,5,Rosemead,12,2,1980-06-19
1,0,phildo03,2,1,5,Huntington Beach,17,2,1981-03-10
1,1311,picsosa,2,1,5,North Hills,2,2,1973-10-10
1,0,pieman2,2,1,5,San Diego,12,2,1976-06-12
1,0,pjason,2,1,5,San Diego,12,2,1969-10-17
1,0,plainjane2008,1,1,5,San Diego,2,1,1966-12-24
0,0,playboi1616,2,1,5,Highland,22,2,1990-09-09
1,0,playfulfriends,1,1,5,Long Beach,4,1,1960-11-20
1,0,pnumbra,2,1,5,Los Angeles,3,2,1964-03-22
1,0,pokermoney,2,1,5,Anaheim,22,2,1974-01-20
1,0,pongox11,2,1,5,Garden Grove,12,3,1983-09-16
1,0,prettyboy72008,2,1,5,Lake Elsinore,2,2,1989-09-04
1,0,probrige30,2,1,5,San Jose,13,2,1972-02-14
1,0,qwikdeal,2,1,5,Upland,12,3,1950-01-02
1,0,ra56801,2,1,5,Lake Elsinore,17,2,1973-09-29
1,0,RadCa,2,1,5,Ramona,3,2,1961-05-16
1,0,RADIOKILLA,2,1,5,Twentynine Palms,10,2,1982-01-10
1,0,rafon1,2,1,5,Lake Forest,27,2,1981-02-27
1,0,raidbrwn81,2,1,5,La Puente,3,2,1974-12-20
1,0,Randomhero007,2,1,5,Oxnard,17,2,1984-06-15
1,1394,randyh2008,2,1,5,Temecula,22,3,1980-07-16
1,0,RATED_BEST_IN_LA,2,1,5,Los Angeles,26,2,1968-09-11
1,0,raxtman2,2,1,5,Apple Valley,12,2,1982-03-11
1,0,RD4ANEW,1,1,5,Diamond Bar,12,1,1966-09-09
1,0,realdeals,2,1,5,Los Angeles,22,2,1979-11-20
1,0,realhotman,2,1,5,Costa Mesa,4,3,1980-03-31
1,0,Realright21,2,1,5,San Diego,17,2,1981-08-08
1,0,rebele,2,1,5,Burbank,25,2,1977-06-16
1,1311,rebelife99,2,1,5,Pasadena,2,3,1980-12-24
1,0,redhead4you,1,1,5,Beverly Hills,6,4,1972-09-27
1,0,requiem2008,2,1,5,Newport Beach,17,2,1986-03-22
1,0,ricardo24,2,1,5,Santa Monica,10,2,1975-09-04
1,0,richie2107,2,1,5,Sun Valley,12,2,1979-08-30
1,0,RichM613,2,1,5,Chino,4,2,1981-06-20
1,0,richtight,2,1,5,Chino,17,3,1977-04-06
1,0,richyrich67,2,1,5,Manteca,12,2,1967-02-02
1,0,Ricky Bobby Jr,2,1,5,Orange,17,2,1972-08-27
1,0,ricky2203,2,1,5,Pomona,17,2,1985-10-12
1,0,rickyg43635,2,1,5,Salinas,12,3,1988-03-01
1,0,rider323,2,1,5,los angeles,17,2,1959-01-11
1,0,ripnitup25,2,1,5,El Cajon,6,2,1983-02-04
1,0,Rman0058,2,1,5,Hayward,3,2,1960-02-17
1,0,rob696,2,1,5,Newbury Park,22,3,1977-08-15
1,0,robert111222333,2,1,5,Los Angeles,22,2,1977-02-10
1,0,robertemerald,2,1,5,Irvine,24,3,1962-06-04
1,0,robsurf2005,2,1,5,Riverside,12,2,1982-10-19
1,0,rodriry,2,1,5,Vista,22,2,1977-08-07
1,0,roetae,2,1,5,Corona,17,3,1982-11-18
1,0,ronin11111,2,1,5,Sacramento,6,2,1978-09-21
1,0,ronthadon,2,1,5,Glendora,17,2,1985-01-04
1,1716,rosemeadlatino,2,1,5,Rosemead,6,3,1976-12-27
1,0,rrgina,1,1,5,Anaheim,10,1,1974-11-14
1,1716,rsktkr321,2,1,5,San Diego,10,2,1980-01-27
1,0,ryeo,2,1,5,Los Angeles,3,3,1988-01-10
1,0,sabre86,2,1,5,Beverly Hills,12,2,1960-01-01
1,0,sactownspice,2,1,5,Sacramento,6,2,1987-12-21
1,0,sadsadsa,1,1,5,Folsom,24,1,1981-07-05
1,0,safsafdas,2,1,5,Folsom,22,2,1980-04-04
1,0,sam208jj,2,1,5,Venice,6,2,1970-02-20
1,0,Samanthafun4u,1,1,5,San Diego,4,4,1973-05-24
1,0,Sammy281,2,1,5,Buena Park,10,3,1981-01-16
1,0,saucy_italian_f,1,1,5,Los Angeles,10,4,1978-03-25
1,0,sbjohnny1,2,1,5,Chula Vista,6,3,1968-05-22
1,0,scuba86edge,2,1,5,Beverly Hills,10,2,1980-03-24
1,0,SCUMBAGS30,2,1,5,South El Monte,12,2,1984-05-24
1,0,sebastian27,2,1,5,Nuevo,15,3,1976-07-14
1,0,seekingsimilar,2,1,5,Solana Beach,6,2,1975-10-30
1,0,SESENEM,2,1,5,Chino,23,2,1978-11-08
1,1761,sexoutfitter,2,1,5,San Diego,23,2,1961-05-03
1,0,sexychefboyaredee,2,1,5,los angeles,6,2,1976-03-17
1,0,sexyfjakfja,1,1,5,Beverly Hills,10,6,1986-03-27
1,0,sexyhunk1,2,1,5,Westlake Village,17,3,1969-06-21
1,0,sexyke,2,1,5,Corona,2,3,1981-12-14
1,0,sexywife69,1,1,5,Los Angeles,25,1,1966-11-20
1,0,sexywifey1,1,1,5,Beaumont,27,6,1982-05-05
1,0,sfjust4fun,2,1,5,San Francisco,2,2,1977-12-07
1,0,shadow818,2,1,5,Paco,17,2,1984-08-16
1,0,ShaneCurren,2,1,5,Orange,12,2,1976-09-11
1,1311,shell9,1,1,5,Tujunga,2,1,1974-05-08
1,0,shuggadad4u,2,1,5,Stanford,27,2,1968-01-13
1,1685,shyboy8080,2,1,5,Indio,2,2,1980-01-23
1,0,shygyinoc,2,1,5,Fullerton,2,2,1981-09-30
1,0,Sigur-Ros,2,1,5,Villa Park,15,2,1968-06-13
1,1685,simplenordinary,2,1,5,LA,2,3,1978-04-21
1,0,skeetmouth,2,1,5,Encino,17,2,1969-10-10
1,1716,slapgrabbite,1,1,5,Marysville,4,4,1966-03-25
1,1716,slapgrabbite1,2,1,5,Marysville,4,2,1966-03-25
1,0,slappyjack1414,2,1,5,Vacaville,15,2,1979-04-01
1,1716,SLEEK08,2,1,5,Temple City,20,3,1970-01-08
1,0,sloane1,2,1,5,San Francisco,12,3,1964-03-15
1,0,snatchandgrab,2,1,5,Altadena,17,2,1976-06-11
1,0,sofiyag,1,1,5,Los Angeles,3,4,1978-03-10
1,0,Southsiderob200,2,1,5,Simi Valley,12,2,1970-01-01
1,1311,sp33dfan,2,1,5,Lakewood,15,2,1981-02-15
1,1311,spanishfly3,2,1,5,North Hollywood,26,5,1970-03-20
1,0,spearwarrior,2,1,5,Claremont,17,2,1976-08-29
1,0,specialdork,2,1,5,Fresno,6,3,1982-11-22
1,0,sperez,2,1,5,Sun Valley,10,2,1974-01-29
1,1484,SPINAL6,2,1,5,North Hollywood,17,2,1982-10-31
1,0,SpottedAngel,1,1,5,Granada Hills,2,1,1976-09-01
1,0,stanBB,2,1,5,McKinleyville,15,2,1959-09-10
1,0,star87,1,1,5,Downey,17,4,1987-08-09
1,0,steven32184,2,1,5,Anaheim,2,2,1969-04-05
1,0,STOPLOOKING08,2,1,5,Rosemead,4,2,1976-08-18
1,0,strandwlkr,1,1,5,Manhattan Beach,25,4,1969-03-10
1,0,SunziSays,2,1,5,Canoga Park,6,3,1968-09-13
1,0,surferscotty22,2,1,5,Rancho Santa Margarita,12,3,1987-06-26
1,0,sveta84,1,1,5,Los Angeles,6,1,1984-05-05
1,0,Swagger2nd2none,2,1,5,Los Angeles,2,2,1985-02-02
1,0,sweetcandy6,1,1,5,Pacoima,12,6,1980-11-11
1,1311,sweetchoc4u,1,1,5,Rancho Cucamonga,3,6,1970-11-03
1,0,sweetee08,1,1,5,Rowland Heights,10,1,1980-05-15
1,0,SYSCOKID1,2,1,5,Ontario,17,2,1974-09-09
1,0,tdfl,2,1,5,Fremont,6,2,1970-09-21
1,0,tech50,2,1,5,Covina,17,3,1985-01-07
1,0,Terrry08,1,1,5,Marysville,13,1,1967-09-11
1,0,TERRY323,2,1,5,Hawthorne,17,3,1984-06-01
1,0,tgame,2,1,5,Redlands,6,2,1972-04-01
1,0,thaparty81288,2,1,5,Glendale,10,3,1988-08-12
1,1484,THASHIT,2,1,5,West Sacramento,4,2,1975-10-21
1,0,the3rdflo,2,1,5,Compton,17,2,1971-06-12
1,0,thecpt,2,1,5,San Francisco,12,2,1972-12-15
1,0,TheOscarDeLaHoya,2,1,5,West Covina,2,2,1980-12-02
1,0,ThickBW69,1,1,5,Orange,17,4,1987-03-12
1,0,Tikal420,2,1,5,Los Angeles,6,2,1978-11-11
1,0,tj2388,2,1,5,Newport Beach,17,2,1986-09-07
1,0,tjgoyo,2,1,5,Simi Valley,27,2,1967-05-18
1,0,tnat20,2,1,5,Corona,12,3,1979-07-31
1,1484,tom909tom,2,1,5,Diamond Bar,3,3,1983-11-28
1,0,Tormentedsl,2,1,5,Torrance,2,2,1970-09-23
1,0,Toss08,2,1,5,Fresno,15,2,1983-07-08
1,0,trinid142,2,1,5,Los Angeles,2,2,1982-02-20
1,1311,TROJAN213,2,1,5,Los Angeles,17,2,1979-04-11
1,0,Troop34,2,1,5,Burbank,17,2,1989-04-08
1,0,twxwt,2,1,5,Irvine,4,2,1979-08-04
1,1394,Twyla02,1,1,5,Norwalk,25,1,1983-08-25
1,0,ucc1,2,1,5,Beverly Hills,3,2,1977-08-07
1,0,umfeenin,2,1,5,Castaic,2,2,1965-01-01
1,0,unclewiggily,2,1,5,Pasadena,12,2,1986-05-07
1,1311,User113,2,1,5,Torrance,12,2,1968-08-01
1,0,vanderbilt,2,1,5,Los Angeles,15,2,1981-01-01
1,1761,vic38,2,1,5,Santa Monica,12,3,1971-02-05
1,1311,vier1,2,1,5,Sun Valley,15,2,1985-06-02
1,0,vintagebaldwin,2,1,5,Rancho Cucamonga,2,2,1967-07-28
1,1088,vito272727,2,1,5,Lompoc,4,2,1960-07-19
1,1311,WANA_HAVE_FUN,2,1,5,West Covina,12,3,1986-01-28
1,1311,wandroll,2,1,5,Los Angeles,17,2,1975-12-08
1,1311,wannameetu2,1,1,5,Los Angeles,10,6,1970-04-04
1,0,wendell4,2,1,5,Ontario,13,2,1969-10-14
1,0,werrestupid,2,1,5,Canyon Country,17,2,1976-03-07
1,0,whitehung1,2,1,5,Burbank,2,3,1984-06-04
1,0,whittierjoe,2,1,5,Whittier,2,3,1966-03-06
1,1484,wickedman13,2,1,5,Anaheim,25,3,1987-06-01
1,0,william1971,2,1,5,Compton,12,2,1971-07-27
1,1685,WorldTravelerGuy,2,1,5,San Francisco,6,2,1973-09-16
1,1685,xgetbusyx,2,1,5,San Jose,27,2,1985-07-04
1,0,xluckyleo13x,1,1,5,Glendale,17,1,1981-08-21
1,0,YAYA14,1,1,5,Montclair,10,1,1977-11-07
1,0,YeaWhy,2,1,5,So Cal,22,2,1983-06-13
1,0,yesmam123,2,1,5,Los Angeles,23,2,1979-02-10
1,0,yierro,2,1,5,Norwalk,22,2,1979-11-04
1,1484,yippeeskippy,2,1,5,San Diego,3,2,1970-04-05
1,0,ynglatino,2,1,5,Lynwood,12,2,1986-10-24
1,0,z223x,2,1,5,Santa Barbara,17,3,1988-08-20
1,1311,zestrender,2,1,5,Palo Alto,2,2,1963-03-13
1,0,zingbang,2,1,5,Newbury Park,24,2,1971-11-11
1,1394,zuma2008,2,1,5,San Francisco,6,2,1976-08-20
1,0,netresidual,2,1,6,Aurora,6,2,1959-02-26
1,0,204mike3006,2,1,6,Loma,10,3,1982-03-06
1,0,303denver,2,1,6,Denver,3,2,1980-04-20
1,0,4everup69,2,1,6,Elbert,12,2,1974-12-28
1,0,abitshy1,2,1,6,Englewood,2,2,1958-06-12
1,0,Aces69,2,1,6,Grand Junction,15,2,1975-02-06
1,1685,agoodman4you2,2,1,6,Dillon,6,2,1962-09-21
1,0,august4672008,2,1,6,Colorado Springs,3,2,1979-08-17
1,0,bigdaddyd73,2,1,6,Aurora,2,2,1973-10-05
1,0,blurb33,2,1,6,Littleton,2,3,1972-05-03
1,0,boostedhottie,2,1,6,Milliken,4,2,1983-03-18
1,0,busyboy33,2,1,6,Fort Collins,6,2,1975-07-14
1,1716,cobe14,2,1,6,Loveland,3,3,1957-09-10
1,0,danyal,2,1,6,Denver,6,2,1988-01-29
1,0,denverdowntown,2,1,6,Denver,2,2,1972-12-11
1,0,dfloyd01,2,1,6,Denver,25,2,1955-10-29
1,1761,doctordan08,2,1,6,Broomfield,2,2,1972-11-01
1,0,Eyes_of_blue22,2,1,6,Boulder,12,2,1974-11-05
1,0,flobots7,2,1,6,DTC,15,2,1985-01-28
1,1685,free2trainhard,2,1,6,Colorado Springs,2,2,1982-01-05
1,1685,gankerus,2,1,6,Golden,6,3,1982-05-16
1,0,goldenlox,1,1,6,Littleton,6,4,1986-11-22
1,0,helloween2000,2,1,6,Clifton,3,2,1972-04-17
1,0,hihosilver11,2,1,6,Colorado Springs,6,3,1957-04-09
1,0,hopper058,2,1,6,Denver,6,3,1955-08-01
1,1685,horney28,2,1,6,Fountain,6,2,1971-10-22
1,0,ierbamala,2,1,6,Aurora,3,2,1969-04-13
1,0,janda328,1,1,6,Denver,3,6,1981-03-28
1,0,jcisfree,2,1,6,Denver,15,3,1973-03-22
1,1484,jeriksen,2,1,6,Castle Rock,12,2,1978-07-15
1,0,jhjkdkjkj,2,1,6,Littleton,10,3,1968-01-24
1,0,Joebiker_LaJunta,2,1,6,La Junta,6,2,1966-11-15
1,0,johnsmith989,2,1,6,Denver,12,2,1969-04-08
1,0,jojokazz,2,1,6,Denver,2,3,1956-03-13
1,0,martini17,1,1,6,Colorado Springs,27,1,1978-02-01
1,0,michael_aaron,2,1,6,denver,3,2,1975-06-02
1,1685,mjb2848,2,1,6,Fort Collins,2,3,1948-02-28
1,0,pipper88,2,1,6,Sterling,2,3,1983-10-11
1,0,Raph1967,2,1,6,Fort Collins,3,2,1966-12-22
1,291,rcskisfast,2,1,6,Westminster,6,3,1952-03-03
1,0,resound,2,1,6,Denver,12,3,1972-03-16
1,1522,robswift74,2,1,6,Boulder,2,2,1976-03-16
1,1685,secondridefree,2,1,6,Arvada,2,2,1960-01-12
1,0,trophyboy1,2,1,6,Loveland,13,3,1968-09-24
1,291,truck7700,2,1,6,Akron,3,2,1959-01-01
1,0,vasna,2,1,6,Pueblo,6,3,1971-01-15
1,1685,Winchester6,2,1,6,Pueblo,4,2,1982-04-22
1,1685,xers,2,1,6,Grand Junction,3,2,1956-05-31
1,1394,Zeddanais,2,1,6,Colorado Springs,15,3,1980-03-02
1,0,jose2215,2,1,7,shoreline,12,2,1959-08-20
1,1311,armyofnone,2,1,7,Milford,2,3,1982-04-16
1,0,aroundtwaygirl,1,1,7,Bristol,3,1,1974-11-17
1,0,billiecc20,2,1,7,Wallingford,2,3,1975-09-23
1,0,Boxcar58,2,1,7,Westport,2,3,1970-02-01
1,1685,Businessman55,2,1,7,Fairfield,2,2,1957-04-29
1,1761,CtGentleman1,2,1,7,Branford,3,3,1960-01-01
1,0,CTManXO,2,1,7,Central,12,2,1982-05-05
1,0,cunningham1,2,1,7,Norwalk,12,2,1977-09-20
1,0,DieselGuy77,2,1,7,Colchester,6,2,1977-04-05
1,0,dopegurlfresh,1,1,7,New Haven,27,6,1982-07-22
1,0,ExecGentleman,2,1,7,Shelton,6,2,1972-06-11
1,1685,fari81,2,1,7,New Haven,1,3,1981-06-16
1,0,flick34,2,1,7,Wethersfield,6,2,1982-01-07
1,1685,hotguy1231,2,1,7,Milford,6,3,1982-01-01
1,1761,iceman5598,2,1,7,Middletown,12,2,1977-05-20
1,0,Jedi2,2,1,7,Cromwell,12,2,1979-12-01
1,0,jefftwocool,2,1,7,Stamford,2,2,1968-02-02
1,0,john6878,2,1,7,Avon,12,2,1965-08-07
1,0,julia.nebie,1,1,7,Hartford,2,6,1976-04-07
1,1685,keff19,2,1,7,Stratford,3,3,1963-06-19
1,1311,Kordwood,2,1,7,Westport,22,2,1965-10-10
1,1761,kyah,1,1,7,Glastonbury,12,1,1972-12-12
1,0,loki67,2,1,7,Meriden,10,2,1967-02-04
1,1685,lovetokiss1016,2,1,7,Shelton,6,2,1966-12-09
1,0,mas9,2,1,7,Stratford,10,2,1977-06-07
1,0,mijoho,2,1,7,West Hartford,2,2,1951-07-21
1,0,mikey787,2,1,7,Plantsville,12,2,1972-01-13
1,0,mle2,1,1,7,Southport,12,1,1985-04-04
1,0,morningstar911,2,1,7,Torrington,6,3,1986-03-06
1,1761,mrslover1,1,1,7,Oakville,12,1,1977-06-06
1,0,qhdmhtc,2,1,7,Bridgeport,10,3,1971-12-25
1,0,Ragu4u,2,1,7,Guilford,4,2,1955-01-24
1,0,Speakerock,2,1,7,Wolcott,13,2,1985-05-12
1,0,Ssaunders,1,1,7,Burlington,3,1,1982-03-29
1,1685,studman1108,2,1,7,Milford,6,2,1962-05-11
1,0,theanswer14,2,1,7,Hartford,10,2,1980-02-14
1,0,thedarkskwirl,2,1,7,Wallingford,12,2,1981-09-09
1,0,wadmanct,2,1,7,Waterbury,3,2,1960-03-15
1,0,winlinuxvax,2,1,7,Enfield,12,2,1960-11-13
1,0,bob21978,2,1,8,Wilmington,12,2,1978-02-19
1,0,Floriana2323,1,1,8,Felton,22,4,1979-12-30
1,0,Lakers0316,2,1,8,Newark,13,2,1982-10-10
1,0,LewesLover,2,1,8,Lewes,12,2,1973-02-19
1,0,SexyPrincess88,1,1,8,Magnolia,12,1,1988-05-26
1,0,benben245,2,1,9,Washington,25,3,1986-01-01
1,0,ct82498,2,1,9,Washington,12,2,1981-04-08
1,1761,dchunter,2,1,9,Washington,6,2,1968-05-08
1,1394,investor08,2,1,9,Washington,3,3,1975-04-15
1,0,pussylicker11,2,1,9,Washington,1,2,1968-02-05
1,0,rugolo,2,1,9,Washington,22,2,1971-08-08
1,0,runnershigh2,2,1,9,Washington,3,2,1971-05-07
1,0,xpiloquio,2,1,9,Monza (Italy),3,2,1970-01-19
1,0,Bob620,2,1,10,Seffner,13,2,1974-07-22
1,0,tommycummings,2,1,10,Boca Raton,12,2,1973-11-06
1,1484,sweetheart2009,1,1,10,Tampa,4,1,1970-04-30
1,0,angelina10,1,1,10,Fort Walton Beach,6,1,1968-03-04
1,0,arnold383,2,1,10,Miami,3,2,1946-10-14
1,0,atsitama,2,1,10,Hollywood,2,3,1978-05-01
1,0,batman1313,2,1,10,Opa Locka,3,2,1967-06-15
1,0,bedbear247,2,1,10,Pensacola,15,3,1978-10-10
1,0,Bigirl08,1,1,10,Miami,2,1,1967-03-11
1,0,Bob1502,2,1,10,Fort Lauderdale,6,2,1962-02-15
1,0,Brad_Hillsborough,2,1,10,Tampa,6,2,1954-07-20
1,0,BruhMan_5thFloor,2,1,10,Tampa,2,2,1976-09-23
1,1761,bvox,2,1,10,Pompano Beach,12,2,1969-06-11
1,0,camoman29,2,1,10,Lakeland,6,2,1979-07-29
1,0,ct19711,2,1,10,Clermont,12,3,1971-03-12
1,0,Daveloh,2,1,10,Boca Raton,6,2,1984-04-22
1,0,daveoh1,2,1,10,Boca Raton,6,2,1982-01-01
1,0,discreet281,2,1,10,Tampa,12,2,1980-01-27
1,0,elvean,2,1,10,Miami,6,3,1976-05-25
1,0,evereadylalu,2,1,10,Gainesville,6,2,1978-07-22
1,0,farnham,2,1,10,Jacksonville,2,2,1979-06-06
1,0,flaguyinpa,2,1,10,Crystal River,6,2,1959-12-12
1,1761,focus2008,2,1,10,Saint Johns,3,2,1965-05-05
1,0,frank197618,2,1,10,Pompano Beach,6,3,1976-06-06
1,0,FrankTW,2,1,10,Orlando,6,2,1976-08-10
1,0,freedom26,1,1,10,Hudson,2,4,1972-03-07
1,0,freedom72,2,1,10,Hudson,2,2,1972-03-07
1,0,freedom722,1,1,10,Hudson,2,6,1972-03-07
1,0,freespirit550,2,1,10,Miami Beach,3,2,1960-10-01
1,0,Gamura,2,1,10,Naples,6,2,1965-06-13
1,0,ggotr55,1,1,10,Pompano Beach,6,1,1955-08-11
1,0,gold646,2,1,10,Spring Hill,2,2,1971-06-06
1,0,gomez2,2,1,10,Lake Mary,12,2,1960-04-04
1,1761,goodtogo12,2,1,10,Orlando,12,3,1973-07-07
1,0,hello134,2,1,10,Clearwater,6,3,1972-12-12
1,0,highlander1097,2,1,10,Santa Rosa Beach,4,2,1970-08-08
1,0,HUNGRY_Orlando,2,1,10,Orlando,27,3,1984-08-11
1,0,IGGI940,2,1,10,Bonita Springs,4,2,1966-07-03
1,0,inca65,2,1,10,Saint Augustine,4,2,1965-03-21
1,739,jgrock,2,1,10,Jacksonville,4,3,1963-05-30
1,0,jinigo73,2,1,10,Miami,21,2,1973-10-28
1,0,johnny40p,2,1,10,Eustis,12,2,1976-04-30
1,0,Joy42100,1,1,10,Jacksonville,6,4,1982-07-24
1,0,jules2009,1,1,10,Saint Petersburg,13,1,1973-02-23
1,1311,kanoth101,2,1,10,Jacksonville Beach,27,2,1960-10-10
1,0,kzboxer1000,2,1,10,Fort Lauderdale,12,2,1977-07-23
1,291,ladycris,1,1,10,Miami,6,6,1980-06-18
1,0,leann2008,1,1,10,Balm,23,4,1975-04-07
1,1311,leegreen1,2,1,10,Pompano Beach,2,3,1964-08-12
1,1761,lolita55,1,1,10,Merritt Island,4,1,1975-12-01
1,0,LONGSHLONG08,2,1,10,Jacksonville,15,3,1987-11-11
1,0,mandinkaman1,2,1,10,Largo,4,3,1963-10-01
1,0,marine112,2,1,10,Leesburg,12,2,1962-02-23
1,0,marksheeno,2,1,10,Jacksonville,12,2,1977-06-11
1,0,maturedream,2,1,10,Miami Beach,3,2,1962-12-14
1,0,mderbaio,2,1,10,Naples,12,3,1971-02-26
1,0,merril1,2,1,10,Interlachen,6,2,1948-04-16
1,0,miles36,2,1,10,Fort Lauderdale,12,3,1973-02-23
1,0,Mink2,1,1,10,Sarasota,2,1,1971-09-29
1,0,mover1962,2,1,10,Jacksonville,10,2,1962-01-12
1,0,mx40731,2,1,10,Gainesville,4,2,1967-05-12
1,1761,n64pm,2,1,10,Bradenton,4,2,1949-02-25
1,0,naples11,2,1,10,Fort Myers,12,2,1972-09-09
1,0,nightwind5,2,1,10,Satellite Beach,12,2,1966-01-06
1,0,northamerican,2,1,10,Ocala,25,2,1952-05-02
1,0,O2B4U2,2,1,10,Ponte Vedra Beach,6,3,1970-11-08
1,1761,Olya555,2,1,10,Merritt Island,4,3,1975-11-01
1,0,onebullet,2,1,10,Orlando,6,3,1961-02-02
1,0,papito451,2,1,10,Dade city,12,2,1975-08-20
1,0,pappagoose,2,1,10,Longwood,12,2,1962-06-08
0,0,paulbaiden,2,1,10,Dade City,6,3,1960-05-05
1,0,pixxie,1,1,10,Lehigh Acres,3,1,1970-02-04
1,0,pixxie9724,1,1,10,Lehigh Acres,6,1,1970-03-16
0,0,polizy1,2,1,10,Miami,6,2,1973-01-01
